Tiempo (ms),Trayectoria 7,Trayectoria 8
4196,3.87759780883789,5.453125
4229,3.89711761474609,5.47444152832031
4263,3.93060302734375,5.36990356445313
4296,3.96402359008789,5.20187377929688
4329,3.98274612426758,5.05221557617188
4363,3.97354125976563,4.965576171875
4396,3.9228630065918,4.91935729980469
4429,3.81399917602539,4.84344482421875
4463,3.62982559204102,4.6788330078125
4496,3.37694549560547,4.43132019042969
4529,3.12005233764648,4.17140197753906
4562,2.96399307250977,3.9881591796875
4596,2.97940444946289,3.94105529785156
4629,3.15191268920898,4.04132080078125
4662,3.39086532592773,4.2548828125
4696,3.59232330322266,4.50941467285156
4729,3.71676254272461,4.72210693359375
4762,3.80366897583008,4.84114074707031
4796,3.92231750488281,4.85710144042969
4829,4.11040496826172,4.78565979003906
4862,4.33292007446289,4.65411376953125
4895,4.50986862182617,4.50386047363281
4929,4.59503173828125,4.39749145507813
4962,4.60469436645508,4.3983154296875
4995,4.58127212524414,4.52024841308594
5029,4.55826568603516,4.70555114746094
5062,4.55099868774414,4.86436462402344
5095,4.55974960327148,4.93170166015625
5129,4.57433700561523,4.88600158691406
5162,4.57841491699219,4.73770141601563
5195,4.55617523193359,4.52738952636719
5228,4.50087738037109,4.32984924316406
5262,4.42018508911133,4.22825622558594
5295,4.33328247070313,4.2666015625
5328,4.2610969543457,4.42539978027344
5362,4.21606063842773,4.63356018066406
5395,4.1978874206543,4.80952453613281
5428,4.19694900512695,4.90852355957031
5462,4.20183563232422,4.93368530273438
5495,4.20724868774414,4.91339111328125
5528,4.21993637084961,4.88005065917969
5562,4.25917053222656,4.86013793945313
5595,4.34858703613281,4.86968994140625
5628,4.49814987182617,4.91267395019531
5662,4.67605590820313,4.98213195800781
5695,4.79685974121094,5.06417846679688
5728,4.78158950805664,5.14352416992188
5761,4.64804458618164,5.20912170410156
5795,4.49495697021484,5.2591552734375
5828,4.39952087402344,5.30375671386719
5861,4.37395858764648,5.36373901367188
5895,4.39718246459961,5.46389770507813
5928,4.44796752929688,5.62043762207031
5961,4.51451110839844,5.82203674316406
5995,4.58781814575195,6.01806640625
6028,4.64963150024414,6.14137268066406
6061,4.66640090942383,6.15106201171875
6094,4.59818649291992,6.04684448242188
6128,4.43173980712891,5.85499572753906
6161,4.21630096435547,5.62252807617188
6194,4.03892135620117,5.41667175292969
6228,3.9514045715332,5.29646301269531
6261,3.94493865966797,5.26763916015625
6294,3.98406982421875,5.281982421875
6327,4.03659820556641,5.29368591308594
6361,4.07991790771484,5.29728698730469
6394,4.09806060791016,5.30461120605469
6427,4.08071899414063,5.31538391113281
6461,4.02759170532227,5.32009887695313
6494,3.95270538330078,5.3115234375
6527,3.88441467285156,5.28872680664063
6561,3.86096954345703,5.25607299804688
6594,3.91756057739258,5.21990966796875
6627,4.05242538452148,5.18458557128906
6661,4.19234466552734,5.1488037109375
6694,4.22656631469727,5.103515625
6727,4.10688018798828,5.03262329101563
6760,3.89712142944336,4.91763305664063
6794,3.70711898803711,4.74752807617188
6827,3.59583282470703,4.53433227539063
6860,3.55110549926758,4.32203674316406
6894,3.53351211547852,4.16497802734375
6927,3.51333999633789,4.09088134765625
6960,3.48029708862305,4.09519958496094
6993,3.43862915039063,4.16389465332031
7027,3.39849090576172,4.28860473632813
7060,3.37025833129883,4.461669921875
7093,3.36239624023438,4.65696716308594
7127,3.37899398803711,4.816162109375
7160,3.41608047485352,4.87347412109375
7193,3.46169662475586,4.80975341796875
7227,3.50129699707031,4.67544555664063
7260,3.52428817749023,4.55119323730469
7293,3.52831649780273,4.48876953125
7327,3.51900100708008,4.48982238769531
7360,3.50478363037109,4.5213623046875
7393,3.490966796875,4.53549194335938
7426,3.47653961181641,4.48699951171875
7460,3.45491409301758,4.35821533203125
7493,3.41826629638672,4.18023681640625
7526,3.36287307739258,4.01708984375
7560,3.29247665405273,3.92071533203125
7593,3.21908950805664,3.91156005859375
7626,3.16222763061523,3.99188232421875
7660,3.1484375,4.15460205078125
7693,3.20854949951172,4.37379455566406
7726,3.36477279663086,4.59712219238281
7759,3.59972763061523,4.77012634277344
7793,3.8306770324707,4.87667846679688
7826,3.94475173950195,4.94557189941406
7859,3.87896728515625,5.0191650390625
7893,3.66250228881836,5.11393737792969
7926,3.39874267578125,5.19696044921875
7959,3.2009391784668,5.20828247070313
7993,3.11997985839844,5.11886596679688
8026,3.13518142700195,4.95640563964844
8059,3.19961547851563,4.76797485351563
8092,3.27567291259766,4.57205200195313
8126,3.34425354003906,4.36434936523438
8159,3.40023422241211,4.15896606445313
8192,3.44332504272461,3.99325561523438
8226,3.47125244140625,3.89323425292969
8259,3.47698974609375,3.85787963867188
8292,3.44686889648438,3.87144470214844
8326,3.35892486572266,3.91041564941406
8359,3.18952560424805,3.93399047851563
8392,2.93973541259766,3.88275146484375
8425,2.66168594360352,3.71498107910156
8459,2.43163299560547,3.44993591308594
8492,2.2877082824707,3.16319274902344
