Tiempo (ms),Trayectoria 7,Trayectoria 8
9025,3.2421989440918,4.25007629394531
9058,3.06925582885742,4.138916015625
9091,2.96381378173828,3.932861328125
9125,2.93083572387695,3.7333984375
9158,2.92004013061523,3.59927368164063
9191,2.86428070068359,3.52635192871094
9225,2.72910690307617,3.48591613769531
9258,2.5451545715332,3.46060180664063
9291,2.38815307617188,3.45697021484375
9325,2.32112884521484,3.50152587890625
9358,2.36775588989258,3.62393188476563
9391,2.52651977539063,3.82667541503906
9425,2.78259658813477,4.06207275390625
9458,3.09980392456055,4.25863647460938
9491,3.41202926635742,4.37814331054688
9524,3.64882659912109,4.43080139160156
9558,3.78054809570313,4.44636535644531
9591,3.82634353637695,4.45062255859375
9624,3.82511520385742,4.4595947265625
9658,3.81083297729492,4.48077392578125
9691,3.80431747436523,4.51478576660156
9724,3.81428909301758,4.55433654785156
9758,3.84174346923828,4.58146667480469
9791,3.88322830200195,4.56733703613281
9824,3.93111038208008,4.4818115234375
9858,3.97114562988281,4.32130432128906
9891,3.98052978515625,4.13594055175781
9924,3.93330383300781,4.00503540039063
9957,3.82273483276367,3.97409057617188
9991,3.68630981445313,4.03427124023438
10024,3.58806610107422,4.15179443359375
10057,3.56545639038086,4.29296875
10091,3.60826873779297,4.42837524414063
10124,3.6810302734375,4.52775573730469
10157,3.74649810791016,4.55572509765625
10190,3.77371597290039,4.47921752929688
10224,3.73812484741211,4.29667663574219
10257,3.6231803894043,4.07054138183594
10290,3.43143844604492,3.90655517578125
10324,3.19377899169922,3.88340759277344
10357,2.95092391967773,4.00300598144531
10390,2.73290252685547,4.19154357910156
10423,2.57807922363281,4.35235595703125
10457,2.54366683959961,4.44050598144531
10490,2.66939163208008,4.48432922363281
10523,2.94497680664063,4.54647827148438
10557,3.31390380859375,4.67802429199219
10590,3.70720291137695,4.8828125
10623,4.0738525390625,5.10310363769531
10657,4.37305450439453,5.25973510742188
10690,4.57037734985352,5.31959533691406
10723,4.66540908813477,5.31272888183594
10757,4.69780731201172,5.29824829101563
10790,4.71789169311523,5.32981872558594
10823,4.75965881347656,5.43209838867188
10856,4.83000564575195,5.57833862304688
10890,4.90939331054688,5.687255859375
10923,4.96093368530273,5.6827392578125
10956,4.94692230224609,5.57533264160156
10990,4.85661315917969,5.44975280761719
11023,4.73052597045898,5.37794494628906
11056,4.63991165161133,5.38328552246094
11090,4.63176727294922,5.46762084960938
11123,4.70641708374023,5.631591796875
11156,4.8373908996582,5.86041259765625
11190,4.99026870727539,6.10227966308594
11223,5.12638854980469,6.29039001464844
11256,5.20495986938477,6.39434814453125
