seconds_elapsed,z
2.33,-1.5049244893664555
2.34,-1.616511293166918
2.35,0.3021995715508604
2.36,1.402576559984273
2.37,1.032102755733168
2.38,0.364228643735962
2.39,-2.17549599897182
2.4,-0.6618468840215316
2.41,0.2820534939456276
2.42,1.7667284595767159
2.43,0.3819171482887903
2.44,-1.2251677516414095
2.45,-1.9884599205304851
2.46,0.3109917845261369
2.47,1.4159088486884552
2.48,1.2965884320348584
2.49,0.4847732190944342
2.5,-2.2943223172432927
2.5100000000000002,-0.7829318627562891
2.52,0.3935559107727992
2.5300000000000002,1.9106146621702809
2.54,1.482219317250723
2.5500000000000003,-1.5400998533325918
2.56,-1.963696606562593
2.57,0.15410404924508816
2.58,1.7656147085813292
2.59,1.0065374317494857
2.6,-0.20359392953754718
2.61,-2.5105876187710607
2.62,-0.30117658898183886
2.63,1.1191922223401927
2.64,1.8958677353824107
2.65,1.1069703248901226
2.66,-2.3702982481250903
2.67,-1.3482027843405628
2.68,0.2542015060007229
2.69,2.2064643149348075
2.7,1.6181550369558035
2.71,-1.7431570712163367
2.72,-2.1823297339684458
2.73,-0.023444199068087333
2.74,2.153134914531141
2.75,0.7272124998038797
2.7600000000000002,-0.9028449750476805
2.77,-2.693878457990472
2.7800000000000002,-0.022226618874751976
2.79,1.8922585048499345
2.8000000000000003,1.6151976820142393
2.81,-0.07025570276784919
2.82,-2.9281522415480885
2.83,-0.5036273655889144
2.84,1.5562662653081472
2.85,2.135311899104664
2.86,0.6244073458197027
2.87,-2.9848863309598097
2.88,-1.0237287231630277
2.89,1.242102795716461
2.9,2.453988908611721
2.91,1.128415855756308
2.92,-2.9696802984086426
2.93,-1.4383665376566896
2.94,1.0117880987380448
2.95,2.6659071124476608
2.96,1.4469450363032965
2.97,-2.974495177058333
2.98,-1.7198461103227591
2.99,0.9117490911595312
3.0,2.8275084662121537
3.0100000000000002,1.5925649043014125
3.02,-3.060960140393955
3.0300000000000002,-1.8585715623305037
3.04,0.9785674186353716
3.0500000000000003,2.956154546509705
3.06,1.553338861813676
3.0700000000000003,-3.2492599370015496
3.08,-1.8407812673632464
3.09,1.2307818499282754
3.1,3.0351327201745
3.11,1.2780660158963435
3.12,-3.5219817639855733
3.13,-1.6516905736725276
3.14,1.6688108915596178
3.15,3.01143213544971
3.16,0.705347073552857
3.17,-3.821845981083883
3.18,-1.2999185303678804
3.19,2.2708153172093355
3.2,2.766532164261011
3.21,-0.1884804316216801
3.22,-4.045321645848074
3.23,-0.9375076898159679
3.24,2.9665458925698083
3.25,2.06299729962517
3.2600000000000002,-1.371411142968224
3.27,-4.043066695542407
3.2800000000000002,-0.6524005979912864
3.29,3.6182666561148134
3.3000000000000003,3.742602146054919
3.31,-2.7173255813516457
3.3200000000000003,-3.6448702727984563
3.33,0.2497651121986654
3.34,4.010102021233691
3.35,2.5012170724912526
3.36,-3.97394426682789
3.37,-2.738697662351951
3.38,1.9037754039693122
3.39,3.816402212437695
3.4,0.5111179927990748
3.41,-4.7667465165522245
3.42,-1.7100428722495893
3.43,3.483514216131952
3.44,2.5263428531520313
3.45,-1.9520250135740675
3.46,-4.685188881923591
3.47,-0.5820148878555258
3.48,4.514607145204586
3.49,3.388061243772478
3.5,-4.203769668889548
3.5100000000000002,-3.502843717807138
3.52,2.0460116704013167
3.5300000000000002,4.316516037372361
3.54,0.3391859893819097
3.5500000000000003,-5.410774034811267
3.56,-2.137016827548722
3.5700000000000003,4.27258177153047
3.58,5.397604644804155
3.59,-3.1489620306601003
3.6,-4.8811820421231635
3.61,0.7392200321191724
3.62,5.096099384010812
3.63,1.9608099995571064
3.64,-5.5805848400709115
3.65,-3.1620294465388303
3.66,3.976501870404584
3.67,6.425085611838002
3.68,-2.516133073739471
3.69,-5.655605535540449
3.7,0.11713297564105345
3.71,5.489343390445822
3.72,2.5962050182949574
3.73,-5.836472824570359
3.74,-3.830490079971056
3.75,4.1372687596700946
3.7600000000000002,6.765404359177278
3.77,-2.7721429219434865
3.7800000000000002,-6.023876102475714
3.79,0.44791691857104815
3.8000000000000003,5.713978440370883
3.81,2.0623737369222335
3.8200000000000003,-6.411585403254946
3.83,-3.795189990240913
3.84,4.887087632606382
3.85,6.3811798984398775
3.86,-4.022023579925793
3.87,-5.963578471684305
3.88,1.8278258134693879
3.89,5.436197606776676
3.9,0.16349857584012273
3.91,-7.008121997739381
3.92,-2.127650564189966
3.93,5.845857784839151
3.94,4.576532583824718
3.95,-5.887154752917185
3.96,-5.49504267738036
3.97,3.989638968152102
3.98,7.7307876967884805
3.99,-2.954269519640107
4.0,-6.914572135612065
4.01,0.9053714146258803
4.0200000000000005,7.601766622465963
4.03,0.8331697292147632
4.04,-7.251926726076577
4.05,-2.4699812787938664
4.0600000000000005,5.710063939736495
4.07,4.462828999397362
4.08,-6.150311225203463
4.09,-5.397061170027633
4.1,4.333462407826984
4.11,7.180529705840699
4.12,-3.926189727308507
4.13,-7.123171193744058
4.14,2.0648727092631955
4.15,8.572611455192574
4.16,-1.1739174981971838
4.17,-7.435816845025576
4.18,-0.4138025219640249
4.19,8.785891705318063
4.2,1.549840295641296
4.21,-7.00230284968171
4.22,-2.6740027477156767
4.23,5.274665299061115
4.24,3.8516203938932074
4.25,-6.03393374523088
4.26,-4.466280165159152
4.2700000000000005,4.026901533254309
4.28,5.535973076017613
4.29,-4.704939519379342
4.3,-5.701258998100327
4.3100000000000005,2.972407124629124
4.32,6.578236651172699
4.33,-3.2754455289044717
4.34,-6.411213316995761
4.3500000000000005,1.8036882550110804
4.36,7.0676053433337165
4.37,-1.955588061597346
4.38,-6.721798784711752
4.39,0.7526530032867407
4.4,7.147399847709483
4.41,-0.8742968177525176
4.42,-6.750949934033814
4.43,-0.06807673610328807
4.44,6.96821552801284
4.45,-0.0876517322429716
4.46,-6.556425384416794
4.47,-0.6259224369801778
4.48,6.656825170727277
4.49,0.4006298475566372
4.5,-6.262483468045681
4.51,-0.9315375818522255
4.5200000000000005,6.300779974510517
4.53,0.6169545997091193
4.54,-5.96146841100762
4.55,-1.0169220630049147
4.5600000000000005,5.948687838335088
4.57,0.60051744072612
4.58,-5.642581425118039
4.59,-0.9223283027322516
4.6000000000000005,5.610332697577468
4.61,0.39200342459758286
4.62,-5.266307769616407
4.63,-0.6919941875392756
4.64,5.272286692047384
4.65,0.028956781586827594
4.66,-4.8939169046662
4.67,-0.3818427989063648
4.68,4.902009526976888
4.69,-0.4548728328353577
4.7,-4.504470384926142
4.71,-0.08253776859795678
4.72,4.460101107200786
4.73,-1.0288649787479975
4.74,-4.034004409211953
4.75,0.16894625064016308
4.76,3.9056715165533182
4.7700000000000005,-1.672587891547225
4.78,-3.455084144727594
4.79,3.514402586250948
4.8,3.208818320698126
4.8100000000000005,-2.445440345723732
4.82,-2.7539302624554667
4.83,3.5224207429162533
4.84,2.356898398784684
4.8500000000000005,-3.572921542305421
4.86,-1.9412493264012436
4.87,4.0486731660813735
4.88,1.3637673861505468
4.89,-4.234418109007017
4.9,-1.0783952592064345
4.91,4.013588565820848
4.92,0.2734834988930613
4.93,-3.787887258897212
4.94,-0.414817399273592
4.95,3.5981771027336684
4.96,-0.8557311185171762
4.97,-3.1496922286370674
4.98,2.6771716917695674
4.99,2.8049281761405562
5.0,-2.146597875044385
5.01,-2.233270210431268
5.0200000000000005,3.4162592045547973
5.03,1.6890481121796252
5.04,-3.7657369200800717
5.05,-1.1669355728631148
5.0600000000000005,3.633994449524823
5.07,0.37006723513707257
5.08,-3.4945234772467857
5.09,-0.4308019505492947
5.1000000000000005,3.178278877843356
5.11,-1.0239580913604023
5.12,-2.6594030243305116
5.13,2.5437535409119847
5.14,2.153190436068314
5.15,-2.9984833674782614
5.16,-1.475987202947547
5.17,3.4433795458563035
5.18,0.7387924865785326
5.19,-3.499202127284579
5.2,-0.48201773710503065
5.21,3.113678677290167
5.22,-0.8310827947040714
5.23,-2.6038441751530446
5.24,2.3804378213049278
5.25,2.0148645822435545
5.26,-3.021170482480179
5.2700000000000005,-1.2574767501398607
5.28,3.3368997087931285
5.29,0.4338480512770795
5.3,-3.2873002126827253
5.3100000000000005,-0.44257088295316843
5.32,2.7629818275000217
5.33,-1.3878035992250044
5.34,-2.0850380539936952
5.3500000000000005,3.068860017881906
5.36,1.3442374825257992
5.37,-3.6738085594618073
5.38,-0.6450483908241307
5.39,3.088996204938779
5.4,-0.4752645373453435
5.41,-2.6432001561015994
5.42,2.274885291486435
5.43,1.9156868878625357
5.44,-3.1266515278027924
5.45,-1.0442971522827689
5.46,3.1606685398977516
5.47,0.07536779842687984
5.48,-2.9360564808538423
5.49,2.724764498322329
5.5,2.204051548424076
5.51,-2.61529549631918
5.5200000000000005,-1.3108953953514029
5.53,3.123222959728811
5.54,0.35138856998771245
5.55,-3.0260948332312356
5.5600000000000005,1.3697662582442942
5.57,2.2744299908703587
5.58,-2.397930743496094
5.59,-1.3688801562280397
5.6000000000000005,3.0605496017917373
5.61,0.37453076208379327
5.62,-2.963899414489216
5.63,2.207300860988144
5.64,2.1661427568139837
5.65,-2.577206693669245
5.66,-1.2212205967927847
5.67,2.9857450888465595
5.68,0.1606597562770975
5.69,-2.7553193701854095
5.7,2.5425290091105155
5.71,1.8806321186202946
5.72,-3.1708412675538
5.73,-0.9134429495451116
5.74,2.8471051769719544
5.75,-0.2911308527763295
5.76,-2.3645529179742963
5.7700000000000005,2.601511629877648
5.78,1.3932874598439868
5.79,-3.2479089812601716
5.8,-0.6768028955444436
5.8100000000000005,2.548763637384612
5.82,-1.1230289192922862
5.83,-1.7524727523032009
5.84,2.80954917643096
5.8500000000000005,0.6796056977948238
5.86,-2.866937891115123
5.87,2.3283732861371362
5.88,1.9876828338397308
5.89,-2.7388428064817
5.9,-0.9865293590298349
5.91,2.7018718675897353
5.92,-0.29207380500461305
5.93,-2.165782465932332
5.94,2.5973608879469166
5.95,1.101582544225999
5.96,-2.9685348578908624
5.97,-0.6593069744690082
5.98,2.148671475826002
5.99,-2.2517261983425536
