,seconds_elapsed,speed,latitude,longitude
0,0.0,5.008333333333326,15.050041666666667,0.0
1,1.0,6.6666666666662815,20.862499999999997,0.0
2,2.0,8.333333333333748,28.366666666666667,0.0
3,3.0,10.000000000001066,37.53750000000001,0.0
4,4.0,11.666666666666252,48.37500000000001,0.0
5,5.0,13.33333333333428,60.87916666666668,0.0
6,6.0,14.991666666665857,74.97500000000001,0.0
